iShares Core MSCI Emerging Markets ETF
Inception Date,"Oct 18, 2012"
Fund Holdings as of,"05-Aug-2015"
Total Net Assets,"$7,149,741,212"
Shares Outstanding,"162,200,000"
Stock,"99.12"
Bond,"0.00"
Cash,"0.39"
Other,"0.50"
 
Ticker,Name,ISIN,SEDOL,Weight (%),Sector,Asset Class,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","MXP001661018","2639349","0.0794","Industrials","Equity","Mexico","$5,716,247","367,900","15.54","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"ABIRLANUVO","ADITYA BIRLA NUVO LTD","INE069A01017","6100421","0.0399","Industrials","Equity","India","$2,874,542","80,470","35.72","National Stock Exchange Of India","USD","INR","63.76","-"
"2890","SINOPAC FINANCIAL HOLDINGS LTD","TW0002890001","6525875","0.0789","Financials","Equity","Taiwan","$5,680,373","13,304,064","0.43","Taiwan Stock Exchange","USD","TWD","31.62","-"
"586","CHINA CONCH VENTURE HOLDINGS LTD","KYG2116J1085","BH7HM06","0.0397","Industrials","Equity","China","$2,859,102","1,324,000","2.16","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"EMAARMALLS","EMAAR MALLS GROUP","AEE001501015","BQWJP56","0.0397","Financials","Equity","United Arab Emirates","$2,857,348","3,259,240","0.88","Dubai Financial Market","USD","AED","3.67","-"
"2333","GREAT WALL MOTOR LTD H","CNE100000338","6718255","0.0784","Consumer Discretionary","Equity","China","$5,645,869","1,726,500","3.27","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2727","SHANGHAI ELECTRIC GROUP CO LTD (H)","CNE100000437","B07J656","0.0395","Industrials","Equity","China","$2,840,815","4,840,000","0.59","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"ORDS","OOREDOO","QA0007227737","6158174","0.0394","Telecommunication Services","Equity","Qatar","$2,833,817","126,616","22.38","Qatar Exchange","USD","QAR","3.64","-"
"2607","SHANGHAI PHARMACEUTICALS HOLDING C","CNE1000012B3","B4Q4CJ6","0.0391","Health Care","Equity","China","$2,815,865","1,215,400","2.32","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"6886","HUATAI SECURITIES LTD H","CNE100001YQ9","BWVFT00","0.0388","Financials","Equity","China","$2,793,535","1,406,200","1.99","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"005387","HYUNDAI MOTOR CO 2ND PRF","KR7005382007","6148272","0.0778","Consumer Discretionary","Equity","Korea (South)","$5,601,234","62,908","89.04","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"694","BEIJING CAPITAL INTERNATIONAL AIRP","CNE100000221","6208422","0.0387","Industrials","Equity","China","$2,786,656","2,628,000","1.06","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"LPKR","LIPPO KARAWACI","ID1000108905","B19HDX2","0.0387","Financials","Equity","Indonesia","$2,782,320","32,554,500","0.09","Indonesia Stock Exchange","USD","IDR","13,514.06","-"
"TUPRS","TURKIYE PETROL RAFINERILERI A","TRATUPRS91E8","B03MYT9","0.0775","Energy","Equity","Turkey","$5,577,722","226,324","24.64","Istanbul Stock Exchange","USD","TRY","2.79","-"
"024110","INDUSTRIAL BANK OF KOREA","KR7024110009","6462972","0.0774","Financials","Equity","Korea (South)","$5,572,111","463,809","12.01","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"751","SKYWORTH DIGITAL HOLDINGS LTD.","BMG8181C1001","6228828","0.0386","Consumer Discretionary","Equity","China","$2,776,161","3,660,000","0.76","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1071","HUADIAN POWER INTERNATIONAL CORP L","CNE1000003D8","6142780","0.0385","Utilities","Equity","China","$2,769,136","2,866,000","0.97","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"SANMEXB","GRUPO FINANCIERO SANTANDER MEXICO","MXP690491412","2374521","0.0772","Financials","Equity","Mexico","$5,558,534","3,047,700","1.82","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"000210","DAELIM INDUSTRIAL LTD","KR7000210005","6249584","0.0384","Industrials","Equity","Korea (South)","$2,762,048","46,509","59.39","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"011170","LOTTE CHEMICAL CORP","KR7011170008","6440020","0.0769","Materials","Equity","Korea (South)","$5,537,648","26,691","207.47","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"FEDERALBNK","FEDERAL BANK LTD","INE171A01029","BFT7KB7","0.0383","Financials","Equity","India","$2,756,600","2,567,524","1.07","National Stock Exchange Of India","USD","INR","63.76","-"
"QEWS","QATAR ELECTRICITY & WATER CO. Q.S.","QA0006929812","6566614","0.0383","Utilities","Equity","Qatar","$2,755,664","45,925","60.00","Qatar Exchange","USD","QAR","3.64","-"
"BRML3","BR MALLS PARTICIPACOES S/A","BRBRMLACNOR9","B1RYG58","0.0378","Financials","Equity","Brazil","$2,718,139","777,800","3.49","XBSP","USD","BRL","3.49","-"
"1101","TAIWAN CEMENT CORP.","TW0001101004","6869937","0.0764","Materials","Equity","Taiwan","$5,498,216","5,061,000","1.09","Taiwan Stock Exchange","USD","TWD","31.62","-"
"TBLE3","TRACTEBEL ENERGIA S/A","BRTBLEACNOR2","B07C763","0.0377","Utilities","Equity","Brazil","$2,713,522","267,600","10.14","XBSP","USD","BRL","3.49","-"
"LALAB","GRUPO LALA","MX01LA040003","BFNXZM7","0.0372","-","Equity","Mexico","$2,681,376","1,146,500","2.34","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"088350","HANWHA LIFE INSURANCE LTD","KR7088350004","B62B9W7","0.0370","Financials","Equity","Korea (South)","$2,661,587","369,240","7.21","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"177","JIANGSU EXPRESSWAY LTD H","CNE1000003J5","6005504","0.0364","Industrials","Equity","China","$2,622,214","2,070,000","1.27","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"079160","CJ CGV LTD","KR7079160008","B04S946","0.0362","Consumer Discretionary","Equity","Korea (South)","$2,604,446","25,795","100.97","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"090435","AMOREPACIFIC CORP. NON-VOTING PREF","KR7090431008","B1638D8","0.0361","Consumer Staples","Equity","Korea (South)","$2,596,144","15,273","169.98","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"MBK","MBANK SA","PLBRE0000012","4143053","0.0360","Financials","Equity","Poland","$2,589,862","26,573","97.46","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.84","-"
"ERES","EZDAN HOLDING GROUP","QA000A0NE8B4","B2PWTM9","0.0751","Financials","Equity","Qatar","$5,406,295","1,096,755","4.93","Qatar Exchange","USD","QAR","3.64","-"
"OJSCY","OJSC OC ROSNEFT SPON GDR REG S","US67812M2070","B1N63N5","0.0360","-","Equity","Russian Federation","$2,589,053","692,816","3.74","Non-Nms Quotation Service (Nnqs)","USD","USD","1.00","-"
"PCAR4","COMPANHIA BRASILEIRA DE DISTRIBUIC","BRPCARACNPR0","B5VGS74","0.0745","Consumer Staples","Equity","Brazil","$5,362,829","257,700","20.81","XBSP","USD","BRL","3.49","-"
"ARTC","ARABTEC HOLDING","AEA001501013","B02PY44","0.0359","Industrials","Equity","United Arab Emirates","$2,585,997","3,924,838","0.66","Dubai Financial Market","USD","AED","3.67","-"
"384","CHINA GAS HOLDINGS LTD.","BMG2109G1033","6460794","0.0743","Utilities","Equity","Hong Kong","$5,347,678","3,004,000","1.78","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BPI","BANK OF THE PHILIPPINE ISLANDS","PHY0967S1694","6074968","0.0358","Financials","Equity","Philippines","$2,576,147","1,228,335","2.10","Philippine Stock Exchange Inc.","USD","PHP","45.75","-"
"008930","HANMI SCIENCE LTD","KR7008930000","6146083","0.0357","-","Equity","Korea (South)","$2,572,681","20,681","124.40","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"FALABELLA","S.A.C.I. FALABELLA","CLP3880F1085","2771672","0.0738","Consumer Discretionary","Equity","Chile","$5,309,521","825,375","6.43","Santiago Stock Exchange","USD","CLP","683.04","-"
"BCI","BANCO DE CREDITO E INVERSIONES","CLP321331116","2069355","0.0357","Financials","Equity","Chile","$2,571,525","58,894","43.66","Santiago Stock Exchange","USD","CLP","683.04","-"
"867","CHINA MEDICAL SYSTEM HOLDINGS LTD","KYG211081248","B6WY993","0.0357","Health Care","Equity","China","$2,569,505","1,980,000","1.30","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"ASTRO","ASTRO MALAYSIA HOLDINGS","MYL6399OO009","B7W5GK3","0.0356","Consumer Discretionary","Equity","Malaysia","$2,564,202","3,259,900","0.79","Bursa Malaysia","USD","MYR","3.88","-"
"NTC","NETCARE LTD","ZAE000011953","6636421","0.0724","Health Care","Equity","South Africa","$5,215,327","1,633,572","3.19","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"3658","HERMES MICROVISION INC","TW0003658001","B3WH021","0.0355","Information Technology","Equity","Taiwan","$2,557,047","70,000","36.53","Gretai Securities Market","USD","TWD","31.62","-"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","MX01PI000005","2393388","0.0724","Industrials","Equity","Mexico","$5,215,043","458,100","11.38","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"MINT.R","MINOR INTERNATIONAL PUBLIC NON VOT","TH0128010R17","B018C28","0.0355","Consumer Discretionary","Equity","Thailand","$2,556,245","3,298,260","0.78","Stock Exchange Of Thailand","USD","THB","35.16","-"
"GRUPOARGOS","INVERSIONES ARGOS SA","COT09PA00035","B8SGSP6","0.0355","Materials","Equity","Colombia","$2,553,268","451,454","5.66","Bolsa De Valores De Colombia","USD","COP","2,952.80","-"
"SAHOL","HACI OMER SABANCI HOLDING A","TRASAHOL91Q5","B03N0C7","0.0724","Financials","Equity","Turkey","$5,208,683","1,569,700","3.32","Istanbul Stock Exchange","USD","TRY","2.79","-"
"2338","WEICHAI POWER LTD H","CNE1000004L9","6743956","0.0352","Industrials","Equity","China","$2,532,105","1,698,000","1.49","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"ISCTR","TURKIYE IS BANKASI C","TRAISCTR91N2","B03MYS8","0.0718","Financials","Equity","Turkey","$5,171,796","2,761,858","1.87","Istanbul Stock Exchange","USD","TRY","2.79","-"
"2600","ALUMINUM CORP. OF CHINA LTD.","CNE1000001T8","6425395","0.0349","Materials","Equity","China","$2,509,216","7,258,000","0.35","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"JSWSTEEL","JSW STEEL LTD","INE019A01020","6101640","0.0348","Materials","Equity","India","$2,508,704","180,471","13.90","National Stock Exchange Of India","USD","INR","63.76","-"
"SM","SM INVESTMENTS CORP","PHY806761029","B068DB9","0.0711","Industrials","Equity","Philippines","$5,121,132","254,665","20.11","Philippine Stock Exchange Inc.","USD","PHP","45.75","-"
"2899","ZIJIN MINING GROUP CO. LTD.","CNE100000502","6725299","0.0347","Materials","Equity","China","$2,500,838","9,550,000","0.26","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2186","LUYE PHARMA GROUP LTD","BMG570071099","BNQ4GF3","0.0345","-","Equity","China","$2,485,275","2,378,500","1.04","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"CML","CORONATION FUND MANAGERS LTD","ZAE000047353","6622710","0.0343","Financials","Equity","South Africa","$2,466,892","401,584","6.14","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"2325","SILICONWARE PRECISION INDUSTRIES C","TW0002325008","6808877","0.0710","Information Technology","Equity","Taiwan","$5,114,019","4,728,000","1.08","Taiwan Stock Exchange","USD","TWD","31.62","-"
"JSFCF","SISTEMA JSFC SPONSORED GDR","US48122U2042","B3C8T05","0.0342","Telecommunication Services","Equity","Russian Federation","$2,458,531","298,728","8.23","Non-Nms Quotation Service (Nnqs)","USD","USD","1.00","-"
"MEXCHEM*","MEXICHEM SA DE CV","MX01ME050007","2434760","0.0708","Materials","Equity","Mexico","$5,098,712","1,808,800","2.82","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"VFQS","VODAFONE QATAR","QA000A0Q5NE9","B3WYBN0","0.0340","Telecommunication Services","Equity","Qatar","$2,449,874","585,758","4.18","Qatar Exchange","USD","QAR","3.64","-"
"TATAPOWER","TATA POWER LTD","INE245A01021","B6Z1L73","0.0339","Utilities","Equity","India","$2,442,358","2,232,438","1.09","National Stock Exchange Of India","USD","INR","63.76","-"
"1477","MAKALOT INDUSTRIAL CO. LTD.","TW0001477008","6580432","0.0338","Consumer Discretionary","Equity","Taiwan","$2,435,466","319,526","7.62","Taiwan Stock Exchange","USD","TWD","31.62","-"
"004170","SHINSEGAE LTD","KR7004170007","6805049","0.0336","Consumer Discretionary","Equity","Korea (South)","$2,416,714","11,437","211.31","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"6881","CHINA GALAXY SECURITIES CLS H LTD","CNE100001NT6","B92NYF2","0.0702","Financials","Equity","China","$5,052,096","5,742,500","0.88","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2880","HUA NAN FINANCIAL HOLDINGS CO. LTD","TW0002880002","6411877","0.0700","Financials","Equity","Taiwan","$5,037,408","8,824,116","0.57","Taiwan Stock Exchange","USD","TWD","31.62","-"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","MX01OM000018","B1KFX13","0.0335","Industrials","Equity","Mexico","$2,412,433","451,800","5.34","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"425","MINTH GROUP LTD","KYG6145U1094","B0RJCG9","0.0334","Consumer Discretionary","Equity","China","$2,401,507","1,228,000","1.96","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3474","INOTERA MEMORIES INC.","TW0003474003","B071G30","0.0334","Information Technology","Equity","Taiwan","$2,400,944","3,985,000","0.60","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1169","HAIER ELECTRONICS GROUP LTD","BMG423131256","B1TL3R8","0.0694","Consumer Discretionary","Equity","China","$4,998,328","2,136,000","2.34","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"CEMARGOS","CEMENTOS ARGOS SA","COD38PA00046","B89Z692","0.0330","Materials","Equity","Colombia","$2,375,531","730,673","3.25","Bolsa De Valores De Colombia","USD","COP","2,952.80","-"
"570","CHINA TRADITIONAL CHI MEDICINE CO","HK0000056256","6971779","0.0330","Health Care","Equity","Hong Kong","$2,372,632","3,128,000","0.76","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1919","CHINA COSCO HOLDINGS CO. LTD.","CNE1000002J7","B0B8Z18","0.0329","Industrials","Equity","China","$2,365,909","4,551,000","0.52","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"035720","DAUM KAKAO CORP","KR7035720002","6194037","0.0687","Information Technology","Equity","Korea (South)","$4,947,442","45,757","108.12","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"SCMA","SURYA CITRA MEDIA","ID1000125305","B8HWJY1","0.0326","Consumer Discretionary","Equity","Indonesia","$2,346,343","11,048,300","0.21","Indonesia Stock Exchange","USD","IDR","13,514.06","-"
"IDEA","IDEA CELLULAR LTD","INE669E01016","B1MP4H4","0.0687","Telecommunication Services","Equity","India","$4,944,218","1,901,198","2.60","National Stock Exchange Of India","USD","INR","63.76","-"
"RDF","REDEFINE PROPERTIES LTD","ZAE000190252","BMP3858","0.0686","Financials","Equity","South Africa","$4,938,658","5,480,604","0.90","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"TERRA13","TERRAFINA DE CV REIT SA","MXCFTE0B0005","B87Y2V5","0.0325","Financials","Equity","Mexico","$2,340,580","1,173,300","1.99","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"BBL.R","BANGKOK BANK NON-VOTING DR PCL","TH0001010R16","6368360","0.0325","Financials","Equity","Thailand","$2,340,282","494,200","4.74","Stock Exchange Of Thailand","USD","THB","35.16","-"
"010060","OCI LTD","KR7010060002","6497004","0.0324","Materials","Equity","Korea (South)","$2,334,800","28,784","81.11","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"WPRTS","WESTPORTS HOLDINGS","MYL5246OO003","BDFM1K8","0.0323","Industrials","Equity","Malaysia","$2,322,843","2,149,600","1.08","Bursa Malaysia","USD","MYR","3.88","-"
"3481","INNOLUX CORP","TW0003481008","B0CC0M5","0.0677","Information Technology","Equity","Taiwan","$4,873,219","13,944,241","0.35","Taiwan Stock Exchange","USD","TWD","31.62","-"
"9914","MERIDA INDUSTRY CO. LTD.","TW0009914002","6584445","0.0322","Consumer Discretionary","Equity","Taiwan","$2,321,462","368,850","6.29","Taiwan Stock Exchange","USD","TWD","31.62","-"
"003690","KOREAN REINSURANCE","KR7003690005","B01T146","0.0322","Financials","Equity","Korea (South)","$2,315,628","186,786","12.40","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"192820","COSMAX INC","KR7192820009","BKF2806","0.0320","Consumer Staples","Equity","Korea (South)","$2,302,372","12,627","182.34","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"1060","ALIBABA PICTURES GROUP LTD","BMG0171W1055","BPYM749","0.0675","Consumer Discretionary","Equity","Hong Kong","$4,856,656","17,430,000","0.28","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"123","YUEXIU PROPERTY CO. LTD.","HK0123000694","6392422","0.0319","Financials","Equity","China","$2,298,545","11,878,880","0.19","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"RECLTD","RURAL ELECTRIFICATION CORP LTD","INE020B01018","B2Q7WL3","0.0317","Financials","Equity","India","$2,281,623","530,700","4.30","National Stock Exchange Of India","USD","INR","63.76","-"
"BZW","BANK ZACHODNI WBK S.A.","PLBZ00000044","7153639","0.0668","Financials","Equity","Poland","$4,812,042","60,591","79.42","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.84","-"
"SQMB","SOCIEDAD QUIMICA Y MINERA DE CHILE","CLP8716X1082","2718301","0.0317","Materials","Equity","Chile","$2,278,481","165,396","13.78","Santiago Stock Exchange","USD","CLP","683.04","-"
"161890","KOREA KOLMAR LTD","KR7161890009","B8K27N3","0.0315","Consumer Staples","Equity","Korea (South)","$2,270,073","25,374","89.46","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"3311","CHINA STATE CONSTRUCTION INTERNATI","KYG216771363","B0BM5T8","0.0663","Industrials","Equity","China","$4,775,604","3,148,000","1.52","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"OPL","ORANGE POLSKA SA","PLTLKPL00017","5552551","0.0314","Telecommunication Services","Equity","Poland","$2,263,999","1,070,074","2.12","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.84","-"
"ADANIPORTS","ADANI PORTS AND SPECIAL ECONOMIC Z","INE742F01042","B28XXH2","0.0662","Industrials","Equity","India","$4,764,894","893,882","5.33","National Stock Exchange Of India","USD","INR","63.76","-"
"QUAL3","QUALICORP SA","BRQUALACNOR6","B4LHBQ0","0.0312","Health Care","Equity","Brazil","$2,243,920","390,900","5.74","XBSP","USD","BRL","3.49","-"
"097950","CJ CHEILJEDANG CORP","KR7097950000","B2492F5","0.0659","Consumer Staples","Equity","Korea (South)","$4,742,608","13,576","349.34","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"JSE","JOHANNESBURG STOCK EXCHANGE LTD","ZAE000079711","B12W5L6","0.0308","Financials","Equity","South Africa","$2,220,493","191,325","11.61","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"3702","WPG HOLDINGS LTD","TW0003702007","B0P6L87","0.0308","Information Technology","Equity","Taiwan","$2,220,061","2,020,000","1.10","Taiwan Stock Exchange","USD","TWD","31.62","-"
"GRUMAB","GRUMA","MXP4948K1056","2392545","0.0655","Consumer Staples","Equity","Mexico","$4,718,148","353,300","13.35","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"2196","SHANGHAI FOSUN PHARMACEUTICAL (GRO","CNE100001M79","B8XBQ96","0.0308","-","Equity","China","$2,216,709","720,500","3.08","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BVN","BUENAVENTURA ADR","US2044481040","2210476","0.0306","Materials","Equity","Peru","$2,204,750","334,560","6.59","New York Stock Exchange Inc.","USD","USD","1.00","-"
"030000","CHEIL WORLDWIDE INC","KR7030000004","6093231","0.0303","Consumer Discretionary","Equity","Korea (South)","$2,180,635","133,645","16.32","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"GODREJCP","GODREJ CONSUMER PRODUCTS LTD.","INE102D01028","B1BDGY0","0.0654","Consumer Staples","Equity","India","$4,709,099","213,170","22.09","National Stock Exchange Of India","USD","INR","63.76","-"
"DABUR","DABUR INDIA LTD.","INE016A01026","6297356","0.0653","Consumer Staples","Equity","India","$4,702,218","977,629","4.81","National Stock Exchange Of India","USD","INR","63.76","-"
"327","PAX GLOBAL TECHNOLOGY LTD","BMG6955J1036","B3LX5R0","0.0303","Information Technology","Equity","Hong Kong","$2,179,118","1,434,000","1.52","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1898","CHINA COAL ENERGY CO. LTD.","CNE100000528","B1JNK84","0.0298","Energy","Equity","China","$2,146,667","4,522,000","0.47","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"TRUE.R","TRUE CORPORATION THB10(NVDR)","TH0375010R14","6363923","0.0653","Telecommunication Services","Equity","Thailand","$4,698,228","15,155,018","0.31","Stock Exchange Of Thailand","USD","THB","35.16","-"
"COMERCIUBC","CONTROLADORA COMERCIAL MEXICANA OR","MXP200821413","2222459","0.0296","Consumer Staples","Equity","Mexico","$2,133,987","717,700","2.97","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"1833","INTIME RETAIL (GROUP) LTD","KYG4922U1031","BC4DNG5","0.0296","Consumer Discretionary","Equity","China","$2,131,486","1,908,000","1.12","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"MEG","MEGAWORLD CORP CORP","PHY594811127","6563648","0.0293","Financials","Equity","Philippines","$2,107,836","19,883,200","0.11","Philippine Stock Exchange Inc.","USD","PHP","45.75","-"
"138930","BNK FINANCIAL GROUP INC","KR7138930003","B3S98W7","0.0647","Financials","Equity","Korea (South)","$4,654,147","370,328","12.57","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"BPCL","BHARAT PETROLEUM LTD","INE029A01011","6099723","0.0645","Energy","Equity","India","$4,646,388","318,322","14.60","National Stock Exchange Of India","USD","INR","63.76","-"
"2866","CHINA SHIPPING CONTAINER LINES CO.","CNE100000536","B018L76","0.0290","Industrials","Equity","China","$2,088,284","6,554,000","0.32","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"TKG","TELKOM SOC LTD SA","ZAE000044897","6588577","0.0290","Telecommunication Services","Equity","South Africa","$2,085,499","411,163","5.07","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"012450","HANWHA TECHWIN LTD","KR7012450003","6772671","0.0289","Industrials","Equity","Korea (South)","$2,082,556","61,722","33.74","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"NESTLEIND","NESTLE INDIA LTD","INE239A01016","6128605","0.0641","Consumer Staples","Equity","India","$4,617,750","43,052","107.26","National Stock Exchange Of India","USD","INR","63.76","-"
"TUF.R","THAI UNION FROZEN PRODUCTS NON-VOT","TH0450010R15","6422727","0.0287","Consumer Staples","Equity","Thailand","$2,069,267","3,954,100","0.52","Stock Exchange Of Thailand","USD","THB","35.16","-"
"TMGH","TALAAT MOUSTAFA GROUP","EGS691S1C011","B2989Q7","0.0287","Financials","Equity","Egypt","$2,068,905","1,921,664","1.08","Egyptian Exchange","USD","EGP","7.83","-"
"5880","TAIWAN COOPERATIVE FINANCIAL HOLDI","TW0005880009","B73XCZ3","0.0641","Financials","Equity","Taiwan","$4,612,672","9,143,935","0.50","Taiwan Stock Exchange","USD","TWD","31.62","-"
"6176","RADIANT OPTO-ELECTRONICS CORP.","TW0006176001","6520278","0.0287","Information Technology","Equity","Taiwan","$2,067,292","780,940","2.65","Taiwan Stock Exchange","USD","TWD","31.62","-"
"2409","AU OPTRONICS CORP","TW0002409000","6288190","0.0641","Information Technology","Equity","Taiwan","$4,610,864","14,293,000","0.32","Taiwan Stock Exchange","USD","TWD","31.62","-"
"968","XINYI SOLAR HOLDINGS LTD","KYG9829N1025","BGQYNN1","0.0287","Information Technology","Equity","China","$2,063,777","4,848,000","0.43","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"YKBNK","YAPI VE KREDI BANKASI A","TRAYKBNK91N6","B03MZJ6","0.0286","Financials","Equity","Turkey","$2,062,196","1,574,953","1.31","Istanbul Stock Exchange","USD","TRY","2.79","-"
"410","SOHO CHINA LTD.","KYG826001003","B27WLD2","0.0286","Financials","Equity","China","$2,061,347","3,385,500","0.61","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"HALKB","TURKIYE HALK BANKASI A","TRETHAL00019","B1WTMP0","0.0639","Financials","Equity","Turkey","$4,598,244","1,100,263","4.18","Istanbul Stock Exchange","USD","TRY","2.79","-"
"004800","HYOSUNG CORP","KR7004800009","6896838","0.0639","Materials","Equity","Korea (South)","$4,597,470","38,133","120.56","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"ACP","ASSECO POLAND S.A.","PLSOFTB00016","5978953","0.0286","Information Technology","Equity","Poland","$2,059,351","137,215","15.01","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.84","-"
"817","FRANSHION PROPERTIES (CHINA) LTD.","HK0817039453","B23TGR6","0.0286","Financials","Equity","China","$2,058,073","6,306,000","0.33","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BSDE","BUMI SERPONG DAMAI","ID1000110802","B2RJPM0","0.0285","Financials","Equity","Indonesia","$2,052,924","15,077,900","0.14","Indonesia Stock Exchange","USD","IDR","13,514.06","-"
"2354","FOXCONN TECHNOLOGY CO. LTD.","TW0002354008","6801779","0.0632","Information Technology","Equity","Taiwan","$4,546,451","1,545,720","2.94","Taiwan Stock Exchange","USD","TWD","31.62","-"
"ROSN","ROSNEFT","RU000A0J2Q06","B59SS16","0.0627","Energy","Equity","Russian Federation","$4,516,327","1,206,660","3.74","Standard-Classica-Forts","USD","RUB","62.92","-"
"VAKBN","TURKIYE VAKIFLAR BANKASI TAO A","TREVKFB00019","B0N6YC4","0.0285","Financials","Equity","Turkey","$2,051,068","1,422,278","1.44","Istanbul Stock Exchange","USD","TRY","2.79","-"
"CPFE3","CPFL ENERGIA S.A.","BRCPFEACNOR0","B031NN3","0.0285","Utilities","Equity","Brazil","$2,050,702","385,105","5.33","XBSP","USD","BRL","3.49","-"
"6505","FORMOSA PETROCHEMICAL CORP.","TW0006505001","6718716","0.0627","Energy","Equity","Taiwan","$4,513,895","1,873,000","2.41","Taiwan Stock Exchange","USD","TWD","31.62","-"
"111770","YOUNGONE CORP","KR7111770004","B622C10","0.0285","Consumer Discretionary","Equity","Korea (South)","$2,050,618","40,381","50.78","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
